Player_Name,college,Games_Played,Year,Team,Field_Goal_Percentage,Free_Throw_Percentage,Total_Assists,Total_Points,id
"Ivan Johnson","University of Oregon",69,2013,ATL,0.52,0.62,46,452,21948
"James Johnson","Wake Forest University",54,2013,SAC,0.41,0.6,58,276,21949
"Joe Johnson","University of Iowa",72,2013,BRK,0.42,0.82,253,1170,21950
"Orlando Johnson","University of California, Santa Barbara",51,2013,IND,0.4,0.72,47,203,21951
"Wesley Johnson","Syracuse University",50,2013,PHO,0.41,0.77,34,399,21952
"Darius Johnson-Odom","Syracuse University",4,2013,LAL,0,NULL,1,0,21953
"Dahntay Jones","University of Houston",78,2013,TOT,0.37,0.77,48,262,21954
"Dahntay Jones","University of Houston",50,2013,DAL,0.36,0.81,28,174,21955
"Dahntay Jones","University of Houston",28,2013,ATL,0.39,0.68,20,88,21956
"DeQuan Jones","University of Miami",63,2013,ORL,0.44,0.67,16,233,21957
"Dominique Jones","Mississippi State University",29,2013,DAL,0.37,0.66,83,116,21958
"James Jones","Assumption College",38,2013,MIA,0.34,0.5,13,60,21959
"Kevin Jones","West Virginia University",32,2013,CLE,0.4,0.6,10,95,21960
"Perry Jones","Baylor University",38,2013,OKC,0.39,0.67,10,88,21961
"Solomon Jones","University of South Florida",2,2013,NYK,0,NULL,0,0,21962
"Terrence Jones","University of Kentucky",19,2013,HOU,0.46,0.77,15,104,21963
"DeAndre Jordan","Texas A&M University",82,2013,LAC,0.64,0.39,28,724,21964
"Cory Joseph","University of Texas at Austin",28,2013,SAS,0.46,0.86,53,126,21965
"Kris Joseph","Syracuse University",10,2013,TOT,0.14,0.63,1,9,21966
"Kris Joseph","Syracuse University",6,2013,BOS,0.18,0.75,1,7,21967
"Kris Joseph","Syracuse University",4,2013,BRK,0,0.5,0,2,21968
"Chris Kaman","Central Michigan University",66,2013,DAL,0.51,0.79,51,693,21969
"Enes Kanter",NULL,70,2013,UTA,0.54,0.8,31,506,21970
"Jason Kidd","University of California",76,2013,NYK,0.37,0.83,249,458,21971
"Michael Kidd-Gilchrist","University of Kentucky",78,2013,CHA,0.46,0.75,117,704,21972
"Andrei Kirilenko",NULL,64,2013,MIN,0.51,0.75,177,791,21973
"Linas Kleiza","University of Missouri",20,2013,TOR,0.33,0.84,16,148,21974
"Brandon Knight","Stanford University",75,2013,DET,0.41,0.73,303,999,21975
"Kyle Korver","Creighton University",74,2013,ATL,0.46,0.86,146,810,21976
"Kosta Koufos","Ohio State University",81,2013,DEN,0.58,0.56,32,648,21977
"Viacheslav Kravtsov",NULL,25,2013,DET,0.72,0.3,9,77,21978
"Doron Lamb","University of Kentucky",47,2013,TOT,0.37,0.59,32,154,21979
"Doron Lamb","University of Kentucky",23,2013,MIL,0.35,0.53,20,78,21980
"Doron Lamb","University of Kentucky",24,2013,ORL,0.4,0.63,12,76,21981
"Jeremy Lamb","University of Connecticut",23,2013,OKC,0.35,1,5,71,21982
"Carl Landry","Purdue University",81,2013,GSW,0.54,0.82,65,874,21983
"Ty Lawson","University of North Carolina",73,2013,DEN,0.46,0.76,501,1216,21984
"Courtney Lee","Western Kentucky University",78,2013,BOS,0.46,0.86,143,612,21985
"David Lee","University of San Francisco",79,2013,GSW,0.52,0.8,279,1459,21986
"Malcolm Lee","University of California, Los Angeles",16,2013,MIN,0.38,0.6,20,78,21987
"Kawhi Leonard","San Diego State University",58,2013,SAS,0.49,0.83,93,689,21988
"Meyers Leonard","University of Illinois at Urbana-Champaign",69,2013,POR,0.55,0.81,33,377,21989
"Jon Leuer","University of Wisconsin",28,2013,TOT,0.48,0.46,8,56,21990
"Jon Leuer","University of Wisconsin",9,2013,CLE,0.36,0.33,5,22,21991
"Jon Leuer","University of Wisconsin",19,2013,MEM,0.63,0.57,3,34,21992
"Rashard Lewis","La Salle University",55,2013,MIA,0.41,0.62,30,285,21993
"DeAndre Liggins","University of Kentucky",39,2013,OKC,0.45,0.5,15,58,21994
"Damian Lillard","Weber State University",82,2013,POR,0.43,0.84,531,1562,21995
"Jeremy Lin","Harvard University",82,2013,HOU,0.44,0.79,497,1095,21996
"Shaun Livingston",NULL,66,2013,TOT,0.48,0.87,215,417,21997
"Shaun Livingston",NULL,17,2013,WAS,0.36,1,38,63,21998
"Shaun Livingston",NULL,49,2013,CLE,0.51,0.84,177,354,21999
"Brook Lopez","Stanford University",74,2013,BRK,0.52,0.76,70,1437,22000
"Robin Lopez","Stanford University",82,2013,NOH,0.53,0.78,64,929,22001
"Kevin Love","University of California, Los Angeles",18,2013,MIN,0.35,0.7,42,330,22002
"Kyle Lowry","Villanova University",68,2013,TOR,0.4,0.8,435,791,22003
"John Lucas","University of Maryland",63,2013,TOR,0.39,0.72,105,333,22004
"Scott Machado","Iona College",6,2013,HOU,0.5,1,6,8,22005
"Shelvin Mack","Butler University",31,2013,TOT,0.46,0.56,68,143,22006
"Shelvin Mack","Butler University",7,2013,WAS,0.4,0.5,23,37,22007
"Shelvin Mack","Butler University",4,2013,PHI,0.5,NULL,1,2,22008
"Shelvin Mack","Butler University",20,2013,ATL,0.49,0.57,44,104,22009
"Corey Maggette","Duke University",18,2013,DET,0.36,0.75,19,95,22010
"Ian Mahinmi",NULL,80,2013,IND,0.45,0.61,27,402,22011
"Shawn Marion","University of Nevada, Las Vegas",67,2013,DAL,0.51,0.78,163,812,22012
"Kendall Marshall","University of North Carolina",48,2013,PHO,0.37,0.57,143,143,22013
"Cartier Martin","Kansas State University",41,2013,WAS,0.38,0.71,20,270,22014
"Kenyon Martin","University of Cincinnati",18,2013,NYK,0.6,0.43,8,129,22015
"Kevin Martin","University of Cincinnati",77,2013,OKC,0.45,0.89,106,1077,22016
"Roger Mason","University of Virginia",69,2013,NOH,0.43,0.91,74,369,22017
"Wesley Matthews","University of Wisconsin",69,2013,POR,0.44,0.8,174,1022,22018
"Jason Maxiell","University of Cincinnati",72,2013,DET,0.45,0.62,54,498,22019
"Eric Maynor","Virginia Commonwealth University",64,2013,TOT,0.38,0.73,182,291,22020
"Eric Maynor","Virginia Commonwealth University",37,2013,OKC,0.31,0.81,73,104,22021
"Eric Maynor","Virginia Commonwealth University",27,2013,POR,0.42,0.68,109,187,22022
"O.J. Mayo",NULL,82,2013,DAL,0.45,0.82,361,1255,22023
"Luc Mbah",NULL,58,2013,MIL,0.4,0.57,55,387,22024
"JaVale McGee","University of Nevada, Reno",79,2013,DEN,0.58,0.59,24,717,22025
"Dominic McGuire","California State University, Fresno",26,2013,TOT,0.43,0.3,20,51,22026
"Dominic McGuire","California State University, Fresno",15,2013,TOR,0.47,0.33,10,32,22027
"Dominic McGuire","California State University, Fresno",9,2013,NOH,0.43,0.5,9,19,22028
"Dominic McGuire","California State University, Fresno",2,2013,IND,0,0,1,0,22029
"Josh McRoberts","Duke University",67,2013,TOT,0.46,0.77,141,401,22030
"Josh McRoberts","Duke University",41,2013,ORL,0.39,0.73,70,159,22031
"Josh McRoberts","Duke University",26,2013,CHA,0.51,0.78,71,242,22032
"Jodie Meeks","University of Kentucky",78,2013,LAL,0.39,0.9,69,618,22033
"Fab Melo","Syracuse University",6,2013,BOS,0.5,0.25,0,7,22034
"Khris Middleton","Texas A&M University",27,2013,DET,0.44,0.84,28,165,22035
"C.J. Miles",NULL,65,2013,CLE,0.42,0.87,63,729,22036
"Darko Milicic",NULL,1,2013,BOS,0,NULL,0,0,22037
"Andre Miller","Michigan State University",82,2013,DEN,0.48,0.84,484,786,22038
"Darius Miller","University of Kentucky",52,2013,NOH,0.41,1,44,118,22039
"Mike Miller","University of Florida",59,2013,MIA,0.43,0.73,99,281,22040
"Quincy Miller","Baylor University",7,2013,DEN,0.33,0.5,3,9,22041
"Patty Mills","Louisiana Tech University",58,2013,SAS,0.47,0.84,62,294,22042
"Paul Millsap","Louisiana Tech University",78,2013,UTA,0.49,0.74,201,1135,22043
"Nazr Mohammed","University of Kentucky",63,2013,CHI,0.37,0.72,26,166,22044
"Greg Monroe","Georgetown University",81,2013,DET,0.49,0.69,281,1298,22045
"E'Twaun Moore",NULL,75,2013,ORL,0.4,0.8,206,588,22046
"Darius Morris","University of Michigan",48,2013,LAL,0.39,0.65,76,194,22047
"Marcus Morris","Northwestern University",77,2013,TOT,0.42,0.56,62,596,22048
"Marcus Morris","Northwestern University",54,2013,HOU,0.43,0.65,47,465,22049
"Marcus Morris","Northwestern University",23,2013,PHO,0.41,0.41,15,131,22050
"Markieff Morris","Northwestern University",82,2013,PHO,0.41,0.73,108,670,22051
"Anthony Morrow","Georgia Institute of Technology",41,2013,TOT,0.44,0.91,13,164,22052
"Anthony Morrow","Georgia Institute of Technology",24,2013,ATL,0.42,0.89,9,125,22053
"Anthony Morrow","Georgia Institute of Technology",17,2013,DAL,0.5,1,4,39,22054
"Donatas Motiejunas",NULL,44,2013,HOU,0.46,0.63,31,250,22055
"Arnett Moultrie","Mississippi State University",47,2013,PHI,0.58,0.64,10,174,22056
"Timofey Mozgov",NULL,41,2013,DEN,0.51,0.77,9,108,22057
"Byron Mullens","Ohio State University",53,2013,CHA,0.39,0.65,81,564,22058
"Kevin Murphy","Tennessee Technological University",17,2013,UTA,0.25,NULL,2,15,22059
"Troy Murphy","University of Notre Dame",14,2013,DAL,0.36,0.91,7,65,22060
"Steve Nash","Santa Clara University",50,2013,LAL,0.5,0.92,333,636,22061
"Gary Neal","Towson University",68,2013,SAS,0.41,0.87,129,645,22062
"Jameer Nelson","Saint Joseph's University",56,2013,ORL,0.39,0.87,413,822,22063
"Andrew Nicholson","St. Bonaventure University",75,2013,ORL,0.53,0.8,44,587,22064
"Joakim Noah","University of Florida",66,2013,CHI,0.48,0.75,262,784,22065
"Steve Novak","Marquette University",81,2013,NYK,0.41,0.91,35,535,22066
"Dirk Nowitzki",NULL,53,2013,DAL,0.47,0.86,132,917,22067
"Jermaine O'Neal",NULL,55,2013,PHO,0.48,0.84,42,454,22068
"Kyle O'Quinn","Norfolk State University",57,2013,ORL,0.51,0.67,52,232,22069
"Lamar Odom","University of Rhode Island",82,2013,LAC,0.4,0.48,142,330,22070
"Tim Ohlbrecht",NULL,3,2013,HOU,0.33,1,1,3,22071
"Emeka Okafor","University of Connecticut",79,2013,WAS,0.48,0.57,93,765,22072
"Daniel Orton","University of Kentucky",13,2013,OKC,0.46,0.53,4,33,22073
"Travis Outlaw",NULL,38,2013,SAC,0.42,0.73,21,200,22074
"Zaza Pachulia",NULL,52,2013,ATL,0.47,0.76,79,306,22075
"Jannero Pargo","University of Arkansas",32,2013,TOT,0.37,0.92,67,207,22076
"Jannero Pargo","University of Arkansas",7,2013,WAS,0.25,1,14,21,22077
"Jannero Pargo","University of Arkansas",7,2013,ATL,0.34,1,19,35,22078
"Jannero Pargo","University of Arkansas",18,2013,CHA,0.4,0.89,34,151,22079
"Jeremy Pargo","Gonzaga University",39,2013,TOT,0.4,0.68,92,265,22080
"Jeremy Pargo","Gonzaga University",25,2013,CLE,0.4,0.68,64,196,22081
"Jeremy Pargo","Gonzaga University",14,2013,PHI,0.38,0.67,28,69,22082
"Tony Parker",NULL,66,2013,SAS,0.52,0.85,499,1341,22083
"Chandler Parsons","University of Florida",76,2013,HOU,0.49,0.73,269,1177,22084
"Patrick Patterson","University of Kentucky",71,2013,TOT,0.51,0.76,81,737,22085
"Patrick Patterson","University of Kentucky",47,2013,HOU,0.52,0.76,51,544,22086
"Patrick Patterson","University of Kentucky",24,2013,SAC,0.49,0.79,30,193,22087
"Chris Paul","Wake Forest University",70,2013,LAC,0.48,0.89,678,1186,22088
"Sasha Pavlovic",NULL,39,2013,POR,0.35,0.17,32,103,22089
"Nikola Pekovic",NULL,62,2013,MIN,0.52,0.74,53,1011,22090
"Kendrick Perkins",NULL,78,2013,OKC,0.46,0.61,111,330,22091
"Johan Petro",NULL,31,2013,ATL,0.44,0.92,16,108,22092
"Paul Pierce","University of Kansas",77,2013,BOS,0.44,0.79,370,1430,22093
"Mickael Pietrus",NULL,19,2013,TOR,0.35,0.67,9,100,22094
"Dexter Pittman","University of Texas at Austin",11,2013,TOT,0.36,0,0,8,22095
"Dexter Pittman","University of Texas at Austin",4,2013,MIA,0.6,NULL,0,6,22096
"Dexter Pittman","University of Texas at Austin",7,2013,MEM,0.17,0,0,2,22097
"Miles Plumlee","Duke University",14,2013,IND,0.24,0.75,2,13,22098
"Quincy Pondexter","University of Washington",59,2013,MEM,0.43,0.79,61,375,22099
"A.J. Price",NULL,57,2013,WAS,0.39,0.79,205,441,22100
"Ronnie Price","Utah Valley State College",39,2013,POR,0.33,0.71,73,105,22101
"Pablo Prigioni",NULL,78,2013,NYK,0.46,0.88,236,275,22102
"Tayshaun Prince","University of Kentucky",82,2013,TOT,0.44,0.74,196,852,22103
"Tayshaun Prince","University of Kentucky",45,2013,DET,0.44,0.8,111,527,22104
"Tayshaun Prince","University of Kentucky",37,2013,MEM,0.43,0.6,85,325,22105
"Joel Przybilla","University of Minnesota",12,2013,MIL,0.25,0,4,2,22106
"Chris Quinn","University of Notre Dame",7,2013,CLE,0.25,1,9,10,22107
"Vladimir Radmanovic",NULL,25,2013,CHI,0.3,0.67,8,33,22108
"Anthony Randolph","Louisiana State University",39,2013,DEN,0.49,0.69,12,143,22109
"Shavlik Randolph","Duke University",16,2013,BOS,0.58,0.41,4,67,22110
"Zach Randolph","Michigan State University",76,2013,MEM,0.46,0.75,108,1169,22111
"J.J. Redick",NULL,78,2013,TOT,0.43,0.9,296,1100,22112
"J.J. Redick",NULL,50,2013,ORL,0.45,0.89,220,756,22113
"J.J. Redick",NULL,28,2013,MIL,0.4,0.92,76,344,22114
"Jason Richardson","Michigan State University",33,2013,PHI,0.4,0.61,51,347,22115
"Quentin Richardson","DePaul University",1,2013,NYK,0.09,1,1,5,22116
"Luke Ridnour","University of Oregon",82,2013,MIN,0.45,0.85,311,939,22117
"Austin Rivers","Duke University",61,2013,NOH,0.37,0.55,127,377,22118
"Brian Roberts","University of Dayton",78,2013,NOH,0.42,0.91,219,555,22119
"Nate Robinson","University of Washington",82,2013,CHI,0.43,0.8,358,1074,22120
"Thomas Robinson","University of Kansas",70,2013,TOT,0.43,0.52,46,333,22121
"Thomas Robinson","University of Kansas",51,2013,SAC,0.42,0.58,36,247,22122
"Thomas Robinson","University of Kansas",19,2013,HOU,0.45,0.42,10,86,22123
"Rajon Rondo","University of Kentucky",38,2013,BOS,0.48,0.65,420,522,22124
"Terrence Ross","University of Washington",73,2013,TOR,0.41,0.71,53,467,22125
"Brandon Roy","University of Washington",5,2013,MIN,0.31,0.7,23,29,22126
"Ricky Rubio",NULL,57,2013,MIN,0.36,0.8,418,608,22127
"Brandon Rush","University of Kansas",2,2013,GSW,0.67,0.67,2,14,22128
"Robert Sacre","Gonzaga University",32,2013,LAL,0.38,0.64,6,43,22129
"John Salmons","University of Miami",76,2013,SAC,0.4,0.77,226,672,22130
"Samardo Samuels","University of Louisville",18,2013,CLE,0.37,0.58,8,58,22131
"Larry Sanders","Virginia Commonwealth University",71,2013,MIL,0.51,0.62,83,696,22132
"Luis Scola",NULL,82,2013,PHO,0.47,0.79,182,1048,22133
"Mike Scott","University of Virginia",40,2013,ATL,0.48,0.77,12,183,22134
"Thabo Sefolosha",NULL,81,2013,OKC,0.48,0.83,125,613,22135
"Josh Selby","University of Kansas",10,2013,MEM,0.27,0.64,4,20,22136
"Kevin Seraphin",NULL,79,2013,WAS,0.46,0.69,57,721,22137
"Ramon Sessions","University of Nevada, Reno",61,2013,CHA,0.41,0.84,230,876,22138
"Tornike Shengelia",NULL,19,2013,BRK,0.44,0.56,3,30,22139
"Iman Shumpert","Georgia Institute of Technology",45,2013,NYK,0.4,0.77,75,305,22140
"Alexey Shved",NULL,77,2013,MIN,0.37,0.72,286,665,22141
"Henry Sims","Georgetown University",2,2013,NOH,0.67,NULL,0,4,22142
"Kyle Singler","Duke University",82,2013,DET,0.43,0.81,77,720,22143
"Chris Singleton","Florida State University",57,2013,WAS,0.38,0.57,37,231,22144
"Donald Sloan","Texas A&M University",23,2013,TOT,0.35,0.8,38,81,22145
"Donald Sloan","Texas A&M University",20,2013,CLE,0.35,0.8,37,81,22146
"Donald Sloan","Texas A&M University",3,2013,NOH,NULL,NULL,1,0,22147
"Greg Smith","Western Kentucky University",70,2013,HOU,0.62,0.62,25,421,22148
"Ish Smith","Wake Forest University",52,2013,TOT,0.35,0.43,87,123,22149
"Ish Smith","Wake Forest University",36,2013,ORL,0.34,0.43,57,85,22150
"Ish Smith","Wake Forest University",16,2013,MIL,0.4,NULL,30,38,22151
"J.R. Smith",NULL,80,2013,NYK,0.42,0.76,218,1446,22152
"Jason Smith","Louisiana State University",51,2013,NOH,0.49,0.84,34,420,22153
"Josh Smith","University of Southern Colorado",76,2013,ATL,0.47,0.52,321,1327,22154
"Nolan Smith","Duke University",40,2013,POR,0.37,0.71,35,110,22155
"Marreese Speights","University of Florida",79,2013,TOT,0.45,0.77,47,658,22156
"Marreese Speights","University of Florida",40,2013,MEM,0.43,0.72,18,262,22157
"Marreese Speights","University of Florida",39,2013,CLE,0.46,0.81,29,396,22158
"Tiago Splitter",NULL,81,2013,SAS,0.56,0.73,130,838,22159
"Jerry Stackhouse","University of North Carolina",37,2013,BRK,0.38,0.87,35,182,22160
"Lance Stephenson","University of Cincinnati",78,2013,IND,0.46,0.65,223,687,22161
"DeShawn Stevenson",NULL,56,2013,ATL,0.37,0.52,52,284,22162
"Greg Stiemsma","University of Wisconsin",76,2013,MIN,0.46,0.77,30,307,22163
"Julyan Stone","University of Texas at El Paso",4,2013,DEN,1,0.75,2,7,22164
"Amar'e Stoudemire",NULL,29,2013,NYK,0.58,0.81,13,413,22165
"Rodney Stuckey","Eastern Washington University",76,2013,DET,0.41,0.78,270,876,22166
"Jared Sullinger","Ohio State University",45,2013,BOS,0.49,0.75,35,270,22167
"DaJuan Summers","Georgetown University",2,2013,LAC,0.25,NULL,1,2,22168
"Jeffery Taylor","Texas Tech University",77,2013,CHA,0.43,0.73,63,472,22169
"Tyshawn Taylor","University of Kansas",38,2013,BRK,0.37,0.56,21,85,22170
"Jeff Teague","Wake Forest University",80,2013,ATL,0.45,0.88,579,1166,22171
"Marquis Teague","University of Kentucky",48,2013,CHI,0.38,0.56,63,99,22172
"Mirza Teletovic",NULL,53,2013,BRK,0.38,0.82,23,188,22173
"Sebastian Telfair",NULL,59,2013,TOT,0.36,0.78,153,331,22174
"Sebastian Telfair",NULL,46,2013,PHO,0.38,0.77,114,275,22175
"Sebastian Telfair",NULL,13,2013,TOR,0.29,0.83,39,56,22176
"Garrett Temple","Louisiana State University",51,2013,WAS,0.41,0.7,115,262,22177
"Jason Terry","University of Arizona",79,2013,BOS,0.43,0.87,198,799,22178
"Hasheem Thabeet","University of Connecticut",66,2013,OKC,0.6,0.6,11,160,22179
"Isaiah Thomas","Indiana University",79,2013,SAC,0.44,0.88,316,1100,22180
"Kurt Thomas","Texas Christian University",39,2013,NYK,0.54,0.46,21,97,22181
"Lance Thomas","Duke University",59,2013,NOH,0.5,0.73,17,149,22182
"Malcolm Thomas","San Diego State University",12,2013,TOT,0.5,0.63,4,15,22183
"Malcolm Thomas","San Diego State University",5,2013,GSW,0,0.75,2,3,22184
"Malcolm Thomas","San Diego State University",7,2013,CHI,0.56,0.5,2,12,22185
"Tyrus Thomas","Louisiana State University",26,2013,CHA,0.35,0.84,19,125,22186
"Jason Thompson","University of South Carolina",82,2013,SAC,0.5,0.69,84,891,22187
"Klay Thompson","Washington State University",82,2013,GSW,0.42,0.84,183,1359,22188
"Tristan Thompson","University of Texas at Austin",82,2013,CLE,0.49,0.61,108,957,22189
"Marcus Thornton","Louisiana State University",72,2013,SAC,0.43,0.88,91,916,22190
"Jamaal Tinsley","Iowa State University",66,2013,UTA,0.37,0.69,290,229,22191
"Anthony Tolliver","Creighton University",62,2013,ATL,0.38,0.86,32,253,22192
"P.J. Tucker",NULL,79,2013,PHO,0.47,0.74,109,506,22193
"Ronny Turiaf","Gonzaga University",65,2013,LAC,0.51,0.37,35,121,22194
"Hedo Turkoglu",NULL,11,2013,ORL,0.26,0.5,23,32,22195
"Evan Turner","Ohio State University",82,2013,PHI,0.42,0.74,354,1094,22196
"Jeremy Tyler",NULL,21,2013,TOT,0.38,0.67,1,22,22197
"Jeremy Tyler",NULL,20,2013,GSW,0.38,0.67,1,22,22198
"Jeremy Tyler",NULL,1,2013,ATL,NULL,NULL,0,0,22199
"Ekpe Udoh","Baylor University",76,2013,MIL,0.44,0.75,43,323,22200
"Beno Udrih",NULL,66,2013,TOT,0.44,0.82,302,538,22201
"Beno Udrih",NULL,39,2013,MIL,0.48,0.73,138,263,22202
"Beno Udrih",NULL,27,2013,ORL,0.41,0.86,164,275,22203
"Jonas Valanciunas",NULL,62,2013,TOR,0.56,0.79,45,554,22204
"Anderson Varejao",NULL,25,2013,CLE,0.48,0.76,84,353,22205
"Jarvis Varnado","Mississippi State University",13,2013,TOT,0.43,0.5,3,8,22206
"Jarvis Varnado","Mississippi State University",5,2013,BOS,0.5,0.5,1,6,22207
"Jarvis Varnado","Mississippi State University",8,2013,MIA,0.33,NULL,2,2,22208
"Greivis Vasquez","University of Maryland",78,2013,NOH,0.43,0.81,704,1083,22209
"Jan Vesely",NULL,51,2013,WAS,0.5,0.31,28,126,22210
"Charlie Villanueva","University of Connecticut",69,2013,DET,0.38,0.55,54,467,22211
"Nikola Vucevic","University of Southern California",77,2013,ORL,0.52,0.68,143,1008,22212
"Dwyane Wade","Marquette University",69,2013,MIA,0.52,0.73,352,1463,22213
"Dion Waiters","Syracuse University",61,2013,CLE,0.41,0.75,183,894,22214
"Kemba Walker","University of Kentucky",82,2013,CHA,0.42,0.8,471,1455,22215
"John Wall","University of Kentucky",49,2013,WAS,0.44,0.8,373,906,22216
"Gerald Wallace","University of Alabama",69,2013,BRK,0.4,0.64,181,531,22217
"Rasheed Wallace","University of North Carolina",21,2013,NYK,0.39,0.7,6,146,22218
"Luke Walton","University of Arizona",50,2013,CLE,0.39,0.5,166,172,22219
"Hakim Warrick","Syracuse University",28,2013,TOT,0.41,0.68,25,194,22220
"Hakim Warrick","Syracuse University",1,2013,NOH,0.5,1,0,4,22221
"Hakim Warrick","Syracuse University",27,2013,CHA,0.41,0.67,25,190,22222
"C.J. Watson",NULL,80,2013,BRK,0.42,0.78,161,543,22223
"Earl Watson","University of California, Los Angeles",48,2013,UTA,0.31,0.68,190,96,22224
"Maalik Wayns","Villanova University",27,2013,TOT,0.3,0.9,27,76,22225
"Maalik Wayns","Villanova University",21,2013,PHI,0.26,0.87,20,56,22226
"Maalik Wayns","Villanova University",6,2013,LAC,0.44,1,7,20,22227
"Martell Webster","Morgan State University",76,2013,WAS,0.44,0.85,143,869,22228
"David West","Xavier University",73,2013,IND,0.5,0.77,213,1250,22229
"Russell Westbrook","University of California, Los Angeles",82,2013,OKC,0.44,0.8,607,1903,22230
"D.J. White",NULL,12,2013,BOS,0.52,0.56,4,29,22231
"James White","Georgetown University",57,2013,NYK,0.43,0.58,29,125,22232
"Chris Wilcox","University of Maryland",61,2013,BOS,0.72,0.67,22,259,22233
"Damien Wilkins","Idaho State University",61,2013,PHI,0.46,0.74,91,388,22234
"Deron Williams","University of Illinois at Urbana-Champaign",78,2013,BRK,0.44,0.86,604,1476,22235
"Derrick Williams","University of Illinois at Urbana-Champaign",78,2013,MIN,0.43,0.71,46,933,22236
"Lou Williams","Stetson University",39,2013,ATL,0.42,0.87,139,551,22237
"Marvin Williams","University of Alabama",73,2013,UTA,0.42,0.78,77,529,22238
"Mo Williams","University of Notre Dame",46,2013,UTA,0.43,0.88,285,592,22239
"Reggie Williams","Georgetown University",40,2013,CHA,0.43,0.48,39,146,22240
"Terrence Williams","University of Louisville",24,2013,BOS,0.5,0.43,38,110,22241
"Metta World",NULL,75,2013,LAL,0.4,0.73,112,929,22242
"Brandan Wright","University of California, Los Angeles",64,2013,DAL,0.6,0.62,38,541,22243
"Chris Wright","University of Dayton",3,2013,DAL,0.5,NULL,0,2,22244
"Dorell Wright",NULL,79,2013,PHI,0.4,0.85,150,729,22245
"Tony Wroten","University of Washington",35,2013,MEM,0.38,0.72,43,91,22246
"Nick Young","University of Southern California",59,2013,PHI,0.41,0.82,84,628,22247
"Sam Young","University of Pittsburgh",56,2013,IND,0.39,0.54,42,155,22248
"Thaddeus Young","Georgia Institute of Technology",76,2013,PHI,0.53,0.57,125,1127,22249
"Luke Zeller","University of Notre Dame",16,2013,PHO,0.35,NULL,3,19,22250
"Tyler Zeller","University of North Carolina",77,2013,CLE,0.44,0.76,96,610,22251
"Quincy Acy","Baylor University",63,2014,TOT,0.47,0.66,28,171,22253
"Quincy Acy","Baylor University",7,2014,TOR,0.43,0.63,4,19,22254
"Quincy Acy","Baylor University",56,2014,SAC,0.47,0.67,24,152,22255
"Steven Adams","University of Pittsburgh",81,2014,OKC,0.5,0.58,43,265,22256
"Jeff Adrien","University of Connecticut",53,2014,TOT,0.52,0.64,38,362,22257
"Jeff Adrien","University of Connecticut",25,2014,CHA,0.55,0.52,7,57,22258
"Jeff Adrien","University of Connecticut",28,2014,MIL,0.52,0.67,31,305,22259
"Arron Afflalo","University of California, Los Angeles",73,2014,ORL,0.46,0.82,248,1330,22260
"Alexis Ajinca",NULL,56,2014,NOP,0.55,0.84,40,328,22261
"Cole Aldrich","University of Kansas",46,2014,NYK,0.54,0.87,14,92,22262
"LaMarcus Aldridge","University of Texas at Austin",69,2014,POR,0.46,0.82,178,1603,22263
"Lavoy Allen","Temple University",65,2014,TOT,0.45,0.66,71,303,22264
"Lavoy Allen","Temple University",51,2014,PHI,0.44,0.68,65,263,22265
"Lavoy Allen","Temple University",14,2014,IND,0.5,0.6,6,40,22266
"Ray Allen","Florida State University",73,2014,MIA,0.44,0.91,143,701,22267
"Tony Allen","Oklahoma State University",55,2014,MEM,0.49,0.63,94,495,22268
"Al-Farouq Aminu","Wake Forest University",80,2014,NOP,0.47,0.66,114,572,22269
"Lou Amundson","University of Nevada, Las Vegas",19,2014,TOT,0.5,0.25,6,38,22270
"Lou Amundson","University of Nevada, Las Vegas",18,2014,NOP,0.5,0.25,6,38,22271
"Lou Amundson","University of Nevada, Las Vegas",1,2014,CHI,NULL,NULL,0,0,22272
"Chris Andersen","Blinn College",72,2014,MIA,0.64,0.71,19,477,22273
"Alan Anderson","Michigan State University",78,2014,BRK,0.4,0.78,81,564,22274
"James Anderson","Oklahoma State University",80,2014,PHI,0.43,0.73,149,810,22275
"Ryan Anderson","University of California",22,2014,NOP,0.44,0.95,17,436,22276
"Giannis Antetokounmpo",NULL,77,2014,MIL,0.41,0.68,150,525,22277
"Carmelo Anthony","Syracuse University",77,2014,NYK,0.45,0.85,242,2112,22278
"Joel Anthony","University of Nevada, Las Vegas",33,2014,TOT,0.38,0.5,2,28,22279
"Joel Anthony","University of Nevada, Las Vegas",12,2014,MIA,0.33,1,0,6,22280
"Joel Anthony","University of Nevada, Las Vegas",21,2014,BOS,0.39,0.33,2,22,22281
"Pero Antic",NULL,50,2014,ATL,0.42,0.76,58,352,22282
"Trevor Ariza","University of California, Los Angeles",77,2014,WAS,0.46,0.77,191,1107,22283
"Hilton Armstrong","University of Connecticut",15,2014,GSW,0.47,0.44,5,25,22284
"Darrell Arthur","University of Kansas",68,2014,DEN,0.4,0.86,61,401,22285
"Omer Asik",NULL,48,2014,HOU,0.53,0.62,25,280,22286
"D.J. Augustin",NULL,71,2014,TOT,0.42,0.89,313,930,22287
"D.J. Augustin",NULL,10,2014,TOR,0.29,1,10,21,22288
"D.J. Augustin",NULL,61,2014,CHI,0.42,0.88,303,909,22289
"Gustavo Ayon",NULL,26,2014,ATL,0.51,0.4,28,112,22290
"Jeff Ayres",NULL,73,2014,SAS,0.58,0.69,60,240,22291
