Player_Name,college,Games_Played,Year,Team,Field_Goal_Percentage,Free_Throw_Percentage,Total_Assists,Total_Points,id
"Jerome Whitehead","Marquette University",70,1984,SDC,0.49,0.82,19,376,7536
"Mitchell Wiggins","Florida State University",82,1984,CHI,0.45,0.74,187,1018,7537
"Jamaal Wilkes*","University of California, Los Angeles",75,1984,LAL,0.51,0.74,214,1294,7538
"Dominique Wilkins*","University of Georgia",81,1984,ATL,0.48,0.77,126,1750,7539
"Jeff Wilkins","Illinois State University",81,1984,UTA,0.48,0.74,73,632,7540
"Buck Williams","University of Maryland",81,1984,NJN,0.54,0.57,130,1274,7541
"Gus Williams","University of Southern California",80,1984,SEA,0.46,0.75,675,1497,7542
"Herb Williams","Ohio State University",69,1984,IND,0.48,0.7,215,1029,7543
"Kevin Williams","St. John's University",19,1984,SAS,0.43,0.78,43,75,7544
"Ray Williams","University of Minnesota",76,1984,NYK,0.45,0.83,449,1124,7545
"Rob Williams","West Virginia University",79,1984,DEN,0.46,0.82,464,804,7546
"Sam Williams","University of Iowa",77,1984,TOT,0.47,0.66,62,500,7547
"Sam Williams","University of Iowa",7,1984,GSW,0.42,0.86,2,28,7548
"Sam Williams","University of Iowa",70,1984,PHI,0.48,0.65,60,472,7549
"Sly Williams","University of Rhode Island",13,1984,ATL,0.3,0.78,16,105,7550
"Bill Willoughby",NULL,67,1984,NJN,0.48,0.87,56,303,7551
"Michael Wilson","Marquette University",6,1984,WSB,0,0.5,3,1,7552
"Randy Wittman","Indiana University",78,1984,ATL,0.5,0.61,71,350,7553
"Al Wood","University of North Carolina",81,1984,SEA,0.49,0.82,166,1160,7554
"Mike Woodson","Indiana University",71,1984,KCK,0.48,0.82,175,1027,7555
"Orlando Woolridge","University of Notre Dame",75,1984,CHI,0.53,0.72,136,1444,7556
"James Worthy*","University of North Carolina",82,1984,LAL,0.56,0.76,207,1185,7557
"Kareem Abdul-Jabbar*","University of California, Los Angeles",79,1985,LAL,0.6,0.73,249,1735,7559
"Alvan Adams","University of Oklahoma",82,1985,PHO,0.52,0.88,308,1202,7560
"Mark Aguirre","DePaul University",80,1985,DAL,0.51,0.76,249,2055,7561
"Danny Ainge","Brigham Young University",75,1985,BOS,0.53,0.87,399,971,7562
"Chuck Aleksinas","University of Connecticut",74,1985,GSW,0.48,0.73,36,377,7563
"J.J. Anderson",NULL,44,1985,UTA,0.41,0.6,21,149,7564
"Ron Anderson","California State University, Fresno",36,1985,CLE,0.43,0.82,34,210,7565
"John Bagley","Boston College",81,1985,CLE,0.49,0.75,697,804,7566
"James Bailey","Rutgers University",74,1985,NYK,0.45,0.68,39,385,7567
"Thurl Bailey","North Carolina State University",80,1985,UTA,0.49,0.84,138,1212,7568
"Greg Ballard","University of Oregon",82,1985,WSB,0.48,0.8,208,1072,7569
"Gene Banks","Duke University",82,1985,SAS,0.59,0.77,234,778,7570
"Ken Bannister","Saint Augustine's College",75,1985,NYK,0.47,0.47,39,509,7571
"Charles Barkley*","Auburn University",82,1985,PHI,0.55,0.73,155,1148,7572
"Kent Benson","Indiana University",72,1985,DET,0.51,0.81,93,478,7573
"Larry Bird*","Indiana State University",80,1985,BOS,0.52,0.88,531,2295,7574
"Otis Birdsong","University of Houston",56,1985,NJN,0.51,0.62,232,1155,7575
"Rolando Blackman","Kansas State University",81,1985,DAL,0.51,0.83,289,1598,7576
"Cory Blackwell","University of Wisconsin",60,1985,SEA,0.37,0.51,26,202,7577
"Sam Bowie","University of Kentucky",76,1985,POR,0.54,0.71,215,758,7578
"Dudley Bradley","University of North Carolina",73,1985,WSB,0.48,0.68,173,358,7579
"Mike Bratz","Stanford University",56,1985,GSW,0.42,0.84,122,287,7580
"Randy Breuer","University of Minnesota",78,1985,MIL,0.51,0.7,40,413,7581
"Ron Brewer","University of Arkansas",20,1985,TOT,0.53,0.92,17,147,7582
"Ron Brewer","University of Arkansas",9,1985,SAS,0.38,1,6,33,7583
"Ron Brewer","University of Arkansas",11,1985,NJN,0.58,0.89,11,114,7584
"Frank Brickowski","Pennsylvania State University",78,1985,SEA,0.49,0.67,100,385,7585
"Junior Bridgeman","University of Louisville",80,1985,LAC,0.47,0.88,171,1115,7586
"Rickey Brown","Mississippi State University",69,1985,ATL,0.41,0.57,25,195,7587
"Tony Brown","University of Arkansas",82,1985,IND,0.46,0.68,159,544,7588
"Wallace Bryant","University of San Francisco",56,1985,DAL,0.45,0.68,84,164,7589
"Quinn Buckner","Indiana University",75,1985,BOS,0.38,0.64,148,180,7590
"Steve Burtt","Iona College",47,1985,GSW,0.38,0.69,20,197,7591
"Don Buse","University of Evansville",65,1985,KCK,0.4,0.77,203,218,7592
"Michael Cage","San Diego State University",75,1985,LAC,0.54,0.74,51,533,7593
"Tony Campbell","Ohio State University",56,1985,DET,0.5,0.8,24,316,7594
"Rick Carlisle","University of Virginia",38,1985,BOS,0.39,0.88,25,67,7595
"Antoine Carr","Wichita State University",62,1985,ATL,0.53,0.79,80,499,7596
"Kenny Carr","North Carolina State University",48,1985,POR,0.52,0.72,56,498,7597
"M.L. Carr",NULL,47,1985,BOS,0.42,1,24,150,7598
"Butch Carter","Indiana University",69,1985,NYK,0.45,0.81,167,548,7599
"Howard Carter","Louisiana State University",11,1985,DAL,0.17,1,4,9,7600
"Harvey Catchings","Hardin-Simmons University",70,1985,LAC,0.48,0.66,14,203,7601
"Ron Cavenall","Texas Southern University",53,1985,NYK,0.33,0.56,19,78,7602
"Tom Chambers","University of Utah",81,1985,SEA,0.48,0.83,209,1739,7603
"Maurice Cheeks","West Texas A&M University",78,1985,PHI,0.57,0.88,497,1025,7604
"Carlos Clark","University of Mississippi",62,1985,BOS,0.42,0.77,48,169,7605
"Don Collins","Illinois State University",11,1985,WSB,0.35,0.89,7,32,7606
"Steve Colter","New Mexico State University",78,1985,POR,0.45,0.75,243,556,7607
"Lester Conner","Oregon State University",79,1985,GSW,0.45,0.75,369,640,7608
"Darwin Cook","University of Portland",58,1985,NJN,0.47,0.87,160,473,7609
"Jeff Cook","Idaho State University",72,1985,TOT,0.5,0.73,62,323,7610
"Jeff Cook","Idaho State University",18,1985,CLE,0.44,0.63,23,109,7611
"Jeff Cook","Idaho State University",54,1985,SAS,0.53,0.81,39,214,7612
"Joe Cooper","University of Colorado",3,1985,SEA,0.47,0.5,2,17,7613
"Michael Cooper","University of New Mexico",82,1985,LAL,0.47,0.87,429,702,7614
"Wayne Cooper","University of New Orleans",80,1985,DEN,0.47,0.69,86,969,7615
"Dave Corzine","DePaul University",82,1985,CHI,0.49,0.75,140,701,7616
"Charlie Criss","New Mexico State University",4,1985,ATL,0.41,0.67,22,18,7617
"Pat Cummings","University of Cincinnati",63,1985,NYK,0.51,0.78,109,997,7618
"Terry Cummings","DePaul University",79,1985,MIL,0.5,0.74,228,1861,7619
"Earl Cureton","University of Detroit Mercy",81,1985,DET,0.48,0.57,83,496,7620
"Quintin Dailey","University of San Francisco",79,1985,CHI,0.47,0.82,191,1262,7621
"Adrian Dantley*","University of Notre Dame",55,1985,UTA,0.53,0.8,186,1462,7622
"Brad Davis","University of Maryland",82,1985,DAL,0.51,0.89,581,825,7623
"Charles Davis","Wake Forest University",61,1985,TOT,0.43,0.82,51,358,7624
"Charles Davis","Wake Forest University",4,1985,WSB,0.2,0.75,1,7,7625
"Charles Davis","Wake Forest University",57,1985,MIL,0.44,0.83,50,351,7626
"Johnny Davis","University of Dayton",76,1985,CLE,0.43,0.85,426,941,7627
"Walter Davis","Texas A&M University",23,1985,PHO,0.45,0.88,98,345,7628
"Darryl Dawkins",NULL,39,1985,NJN,0.57,0.71,45,527,7629
"Darren Daye","University of California, Los Angeles",80,1985,WSB,0.51,0.72,240,695,7630
"James Donaldson","Washington State University",82,1985,LAC,0.64,0.75,48,929,7631
"John Drew","Gardner-Webb University",19,1985,UTA,0.41,0.77,35,308,7632
"Larry Drew","University of Missouri",72,1985,KCK,0.5,0.79,484,1075,7633
"Clyde Drexler*","University of Houston",80,1985,POR,0.49,0.76,441,1377,7634
"Mike Dunleavy","University of South Carolina",19,1985,MIL,0.47,0.86,85,169,7635
"T.R. Dunn",NULL,81,1985,DEN,0.49,0.72,153,434,7636
"Devin Durrant","Brigham Young University",59,1985,IND,0.42,0.71,80,300,7637
"Mark Eaton","University of California, Los Angeles",82,1985,UTA,0.45,0.71,124,794,7638
"Jerry Eaves","University of Louisville",3,1985,ATL,0.5,0.83,4,11,7639
"Kenton Edelin","University of Virginia",10,1985,IND,0.31,0.38,10,11,7640
"Franklin Edwards","Cleveland State University",16,1985,LAC,0.55,0.79,38,91,7641
"James Edwards","University of Washington",70,1985,PHO,0.5,0.75,153,1044,7642
"Craig Ehlo","Washington State University",45,1985,HOU,0.49,0.63,26,87,7643
"Dale Ellis","University of Tennessee",72,1985,DAL,0.45,0.74,56,667,7644
"Chris Engler","University of Wyoming",11,1985,TOT,0.4,0.56,0,21,7645
"Chris Engler","University of Wyoming",7,1985,NJN,0.44,0.56,0,19,7646
"Chris Engler","University of Wyoming",3,1985,CHI,0.5,NULL,0,2,7647
"Chris Engler","University of Wyoming",1,1985,MIL,0,NULL,0,0,7648
"Alex English*","University of South Carolina",81,1985,DEN,0.52,0.83,344,2262,7649
"Julius Erving*","University of Massachusetts Amherst",78,1985,PHI,0.49,0.77,233,1561,7650
"Mike Evans","Kansas State University",81,1985,DEN,0.49,0.86,231,816,7651
"Kenny Fields","University of California, Los Angeles",51,1985,MIL,0.44,0.75,38,195,7652
"Vern Fleming","University of Georgia",80,1985,IND,0.47,0.77,247,1126,7653
"Sleepy Floyd","Georgetown University",82,1985,GSW,0.45,0.81,406,1598,7654
"Phil Ford","University of North Carolina",25,1985,HOU,0.3,0.89,61,44,7655
"Rod Foster","University of California, Los Angeles",79,1985,PHO,0.45,0.76,186,696,7656
"World B.",NULL,71,1985,CLE,0.46,0.75,320,1597,7657
"Bill Garnett","University of Portland",65,1985,IND,0.48,0.69,67,418,7658
"George Gervin*","Eastern Michigan University",72,1985,SAS,0.51,0.84,178,1524,7659
"Artis Gilmore*","Jacksonville University",81,1985,SAS,0.62,0.75,131,1548,7660
"Mike Glenn","Southern Illinois University",60,1985,ATL,0.59,0.82,122,518,7661
"Mike Gminski","Duke University",81,1985,NJN,0.47,0.84,158,1036,7662
"Lancaster Gordon","University of Louisville",63,1985,LAC,0.38,0.76,88,259,7663
"Stewart Granger","Villanova University",9,1985,ATL,0.35,0.5,12,16,7664
"Butch Graves","Yale University",4,1985,CLE,0.33,0.2,1,5,7665
"Stuart Gray","University of California, Los Angeles",52,1985,IND,0.38,0.68,15,102,7666
"Rickey Green","University of Michigan",77,1985,UTA,0.48,0.87,597,1000,7667
"Sidney Green","Duquesne University",48,1985,CHI,0.43,0.81,29,295,7668
"Dave Greenwood","University of California, Los Angeles",61,1985,CHI,0.46,0.71,78,371,7669
"Kevin Grevey","University of Kentucky",78,1985,MIL,0.45,0.82,94,476,7670
"Darrell Griffith","University of Louisville",78,1985,UTA,0.46,0.73,243,1764,7671
"Ernie Grunfeld","University of Tennessee",69,1985,NYK,0.49,0.74,105,455,7672
"Bob Hansen","University of Iowa",54,1985,UTA,0.49,0.56,75,261,7673
"Bill Hanzlik","University of Notre Dame",80,1985,DEN,0.42,0.76,210,621,7674
"Derek Harper","University of Illinois at Urbana-Champaign",82,1985,DAL,0.52,0.72,360,790,7675
"Scott Hastings","University of Arkansas",64,1985,ATL,0.47,0.78,46,241,7676
"Steve Hayes","Idaho State University",11,1985,PHI,0.56,0.5,1,22,7677
"Gerald Henderson","Virginia Commonwealth University",79,1985,SEA,0.48,0.78,559,1062,7678
"Rod Higgins","California State University, Fresno",68,1985,CHI,0.44,0.67,73,308,7679
"Roy Hinson","Rutgers University",76,1985,CLE,0.5,0.72,68,1201,7680
"Craig Hodges","California State University, Long Beach",82,1985,MIL,0.49,0.82,349,871,7681
"Lionel Hollins","Arizona State University",80,1985,HOU,0.46,0.79,417,609,7682
"Mike Holton","University of California, Los Angeles",74,1985,PHO,0.45,0.81,198,624,7683
"Phil Hubbard","University of Michigan",76,1985,CLE,0.51,0.75,114,1201,7684
"Jay Humphries","University of Colorado",80,1985,PHO,0.45,0.83,350,703,7685
"Geoff Huston","Texas Tech University",8,1985,CLE,0.48,0.67,23,26,7686
"Marc Iavaroni","University of Virginia",69,1985,TOT,0.46,0.68,119,411,7687
"Marc Iavaroni","University of Virginia",12,1985,PHI,0.39,1,6,30,7688
"Marc Iavaroni","University of Virginia",57,1985,SAS,0.46,0.66,113,381,7689
"Dan Issel*","University of Kentucky",77,1985,DEN,0.46,0.81,137,984,7690
"Ralph Jackson","University of California, Los Angeles",1,1985,IND,0.33,NULL,4,2,7691
"Clemon Johnson","Florida Agricultural and Mechanical University",58,1985,PHI,0.5,0.74,33,270,7692
"Dennis Johnson*","Pepperdine University",80,1985,BOS,0.46,0.85,543,1254,7693
"Eddie Johnson","Tennessee State University",73,1985,ATL,0.48,0.8,566,1193,7694
"Eddie Johnson","Tennessee State University",82,1985,KCK,0.49,0.87,273,1876,7695
"Frank Johnson","Wake Forest University",46,1985,WSB,0.49,0.75,143,428,7696
"George Johnson","Stephen F. Austin State University",65,1985,NJN,0.53,0.82,22,107,7697
"George Johnson","Stephen F. Austin State University",55,1985,PHI,0.41,0.88,38,264,7698
"Magic Johnson*","University of California, Los Angeles",77,1985,LAL,0.56,0.84,968,1406,7699
"Marques Johnson","University of California, Los Angeles",72,1985,LAC,0.45,0.73,248,1181,7700
"Mickey Johnson","Aurora University",66,1985,GSW,0.43,0.82,149,875,7701
"Steve Johnson","Murray State University",74,1985,CHI,0.55,0.72,64,743,7702
"Vinnie Johnson","Baylor University",82,1985,DET,0.45,0.77,325,1051,7703
"Bobby Jones","University of North Carolina",80,1985,PHI,0.54,0.86,155,600,7704
"Caldwell Jones","Albany State University",42,1985,CHI,0.46,0.77,34,142,7705
"Charles Jones","Albany State University",78,1985,PHO,0.52,0.65,128,654,7706
"Charles Jones","Albany State University",31,1985,TOT,0.53,0.69,26,174,7707
"Charles Jones","Albany State University",3,1985,CHI,0.5,0.67,1,8,7708
"Charles Jones","Albany State University",28,1985,WSB,0.53,0.69,25,166,7709
"Earl Jones","University of the District of Columbia",2,1985,LAL,0,NULL,0,0,7710
"Edgar Jones","University of Nevada, Reno",44,1985,TOT,0.47,0.74,29,342,7711
"Edgar Jones","University of Nevada, Reno",18,1985,SAS,0.48,0.8,18,129,7712
"Edgar Jones","University of Nevada, Reno",26,1985,CLE,0.47,0.68,11,213,7713
"Major Jones","Albany State University",47,1985,DET,0.55,0.65,15,129,7714
"Ozell Jones","California State University, Fullerton",67,1985,SAS,0.59,0.4,56,245,7715
"Michael Jordan*","University of North Carolina",82,1985,CHI,0.52,0.85,481,2313,7716
"Rich Kelley","Stanford University",77,1985,UTA,0.48,0.75,120,290,7717
"Clark Kellogg","Ohio State University",77,1985,IND,0.51,0.76,244,1432,7718
"Greg Kelser","Michigan State University",10,1985,IND,0.4,0.71,13,62,7719
"Jerome Kersey","Longwood University",77,1985,POR,0.48,0.65,63,473,7720
"Albert King","University of Maryland",42,1985,NJN,0.49,0.82,58,537,7721
"Bernard King*","University of Tennessee",55,1985,NYK,0.53,0.77,204,1809,7722
"Reggie King","University of Alabama",60,1985,SEA,0.42,0.7,53,167,7723
"Greg Kite","Brigham Young University",55,1985,BOS,0.38,0.69,17,88,7724
"Billy Knight","University of Pittsburgh",68,1985,TOT,0.44,0.88,80,387,7725
"Billy Knight","University of Pittsburgh",16,1985,KCK,0.45,0.81,21,76,7726
"Billy Knight","University of Pittsburgh",52,1985,SAS,0.44,0.9,59,311,7727
"Joe Kopicki","University of Detroit Mercy",42,1985,DEN,0.53,0.8,29,145,7728
"Mitch Kupchak","University of North Carolina",58,1985,LAL,0.5,0.66,21,306,7729
"Tom LaGarde","University of North Carolina",1,1985,NJN,0,0.5,0,1,7730
"Bill Laimbeer","University of Notre Dame",82,1985,DET,0.51,0.8,154,1438,7731
"Allen Leavell","Oklahoma City University",42,1985,HOU,0.42,0.77,102,228,7732
"Ronnie Lester","University of Iowa",32,1985,LAL,0.42,0.68,80,89,7733
"Fat Lever","Arizona State University",82,1985,DEN,0.43,0.77,613,1051,7734
"Cliff Levingston","Wichita State University",74,1985,ATL,0.53,0.65,104,727,7735
"Alton Lister","Arizona State University",81,1985,MIL,0.54,0.59,127,798,7736
"Lewis Lloyd","Drake University",82,1985,HOU,0.53,0.73,280,1077,7737
"John Long","University of Detroit Mercy",66,1985,DET,0.49,0.86,130,973,7738
"Sidney Lowe","North Carolina State University",21,1985,TOT,0.37,1,50,28,7739
"Sidney Lowe","North Carolina State University",6,1985,DET,0.29,NULL,8,4,7740
"Sidney Lowe","North Carolina State University",15,1985,ATL,0.4,1,42,24,7741
"John Lucas","University of Maryland",47,1985,HOU,0.46,0.8,318,536,7742
"Maurice Lucas","Marquette University",63,1985,PHO,0.48,0.75,145,842,7743
"Kyle Macy","University of Kentucky",65,1985,PHO,0.49,0.91,380,714,7744
"Rick Mahorn","Hampton University",77,1985,WSB,0.5,0.68,121,483,7745
"Jeff Malone","Mississippi State University",76,1985,WSB,0.5,0.84,184,1436,7746
"Moses Malone*",NULL,79,1985,PHI,0.47,0.82,130,1941,7747
"Pace Mannion","University of Utah",34,1985,UTA,0.43,0.7,27,70,7748
"Wes Matthews","University of Wisconsin",78,1985,CHI,0.5,0.69,354,443,7749
"Cedric Maxwell","University of North Carolina at Charlotte",57,1985,BOS,0.53,0.83,102,633,7750
"Bob McAdoo*","University of North Carolina",66,1985,LAL,0.52,0.75,67,690,7751
"Tim McCormick","University of Michigan",78,1985,SEA,0.56,0.72,78,726,7752
"Rodney McCray","University of Louisville",82,1985,HOU,0.54,0.74,355,1183,7753
"Scooter McCray","University of Louisville",6,1985,SEA,0.6,0.75,7,15,7754
"Hank McDowell","University of Memphis",34,1985,HOU,0.48,0.7,9,47,7755
"Mike McGee","University of Michigan",76,1985,LAL,0.54,0.59,71,774,7756
"Kevin McHale*","University of Minnesota",79,1985,BOS,0.57,0.76,141,1565,7757
"Kevin McKenna","Creighton University",29,1985,NJN,0.46,0.88,58,165,7758
"Tom McMillen","University of Maryland",69,1985,WSB,0.47,0.83,52,616,7759
"Mark McNamara","University of California",45,1985,TOT,0.53,0.52,6,112,7760
"Mark McNamara","University of California",12,1985,SAS,0.67,0.5,0,33,7761
"Mark McNamara","University of California",33,1985,KCK,0.48,0.52,6,79,7762
"Joe Meriweather","Southern Illinois University",76,1985,KCK,0.5,0.77,27,339,7763
"Larry Micheaux","University of Houston",57,1985,TOT,0.58,0.67,30,211,7764
"Larry Micheaux","University of Houston",18,1985,MIL,0.49,0.71,13,46,7765
"Larry Micheaux","University of Houston",39,1985,HOU,0.61,0.65,17,165,7766
"Mike Mitchell","Auburn University",82,1985,SAS,0.5,0.78,151,1824,7767
"Paul Mokeski","University of Kansas",79,1985,MIL,0.48,0.7,99,491,7768
"Sidney Moncrief","University of Arkansas",73,1985,MIL,0.48,0.83,382,1585,7769
"Johnny Moore","University of Texas at Austin",82,1985,SAS,0.46,0.76,816,1046,7770
"Jay Murphy","Boston College",23,1985,LAC,0.16,0.57,4,28,7771
"Larry Nance","Clemson University",61,1985,PHO,0.59,0.71,159,1211,7772
"Calvin Natt","University of Louisiana at Monroe",78,1985,DEN,0.55,0.79,238,1817,7773
"Kenny Natt","University of Louisiana at Monroe",8,1985,TOT,0.33,0.5,3,6,7774
"Kenny Natt","University of Louisiana at Monroe",4,1985,UTA,0.4,0.5,0,6,7775
"Kenny Natt","University of Louisiana at Monroe",4,1985,KCK,0,NULL,3,0,7776
"Ed Nealy","Kansas State University",22,1985,KCK,0.59,0.53,18,62,7777
"Chuck Nevitt","North Carolina State University",11,1985,LAL,0.29,0.25,3,12,7778
"Kurt Nimphius","Arizona State University",82,1985,DAL,0.45,0.77,183,500,7779
"Norm Nixon","Duquesne University",81,1985,LAC,0.47,0.78,711,1395,7780
"Audie Norris","Jackson State University",78,1985,POR,0.54,0.67,47,401,7781
"Mike O'Koren","University of North Carolina",43,1985,NJN,0.49,0.63,102,438,7782
"Hakeem Olajuwon*","University of Houston",82,1985,HOU,0.54,0.61,111,1692,7783
"Mark Olberding","University of Minnesota",81,1985,KCK,0.5,0.83,243,823,7784
"Jawann Oldham","Seattle University",63,1985,CHI,0.46,0.68,31,212,7785
"Louis Orr","Syracuse University",79,1985,NYK,0.49,0.78,134,1007,7786
"Robert Parish*","Centenary College of Louisiana",79,1985,BOS,0.54,0.74,125,1394,7787
"Billy Paultz","St. John's University",62,1985,UTA,0.37,0.64,16,82,7788
"Jim Paxson","University of Dayton",68,1985,POR,0.51,0.79,264,1218,7789
"John Paxson","University of Notre Dame",78,1985,SAS,0.51,0.84,215,486,7790
